,formula,Top-1 Bravais,Top-1 Bravais.1,Top-1 Bravais.2,Top-1 Bravais.3,Top-1 Bravais.4,Top-1 Bravais.5,Top-1 Bravais.6,Top-1 Bravais.7,Top-1 Bravais.8,Top-1 Bravais.9,Top-1 Bravais.10,Top-1 Bravais.11,Top-1 Bravais.12,Top-1 Bravais.13,Top-1 Bravais.14,Top-2 Bravais,Top-2 Bravais.1,Top-2 Bravais.2,Top-2 Bravais.3,Top-2 Bravais.4,Top-2 Bravais.5,Top-2 Bravais.6,Top-2 Bravais.7,Top-2 Bravais.8,Top-2 Bravais.9,Top-2 Bravais.10,Top-2 Bravais.11,Top-2 Bravais.12,Top-2 Bravais.13,Top-2 Bravais.14
169,AuTe,monoclinic (C),0.23666136,5.261815768610518,2.190781171202765,4.227215918118355,90.0,109.74486050801025,90.0,45.864208724796974,C2/m,15,5,0.9879963994026184,0.010588469915091991,0.0006086279754526913,hexagonal (P),0.15139154,4.1118995972773265,4.1118995972773265,10.491172751782933,90.0,90.0,120.0,153.6171393430823,194,164,187,0.6410465836524963,0.09488372504711151,0.0848812684416771
170,MoAs2,monoclinic (C),0.5580838,9.775458470534238,3.175072144298912,7.21505737453051,90.0,122.79028347979622,90.0,188.25655550490862,C2/c,12,9,0.4144766926765442,0.3352087736129761,0.13437247276306152,orthorhombic (P),0.14764187,5.755907506337891,4.037116875205371,5.143417668449705,90.0,90.0,90.0,119.51899190449193,62,58,55,0.9817966222763062,0.01033840887248516,0.0023553017526865005
171,CoTe,hexagonal (P),0.8278905,3.989011472948364,3.989011472948364,5.5728683104830665,90.0,90.0,120.0,76.79624458294349,P6_3/mmc,164,187,0.9444875717163086,0.044061753898859024,0.0034611844457685947,tetragonal (P),0.048268966,3.913565930635919,3.913565930635919,6.296842358075105,90.0,90.0,90.0,96.44242681030242,129,99,137,0.996455729007721,0.0016813433030620217,0.0003470606461632997
172,Y2Si,hexagonal (P),0.59004164,8.209492421736341,8.209492421736341,6.94127349631886,90.0,90.0,120.0,405.13745990348264,P6_3/mcm,189,187,0.9603217244148254,0.012889493256807327,0.010741106234490871,orthorhombic (P),0.3278307,7.302791450417139,10.469268909259107,7.680596857695482,90.0,90.0,90.0,587.2191685547444,62,57,74,0.9998291730880737,8.101450657704845e-05,4.1960724047385156e-05
173,CuSr,orthorhombic (P),0.7625787,14.674160411596553,5.4459404562815195,5.163338497979106,90.0,90.0,90.0,412.6261505964342,Pnma,52,55,0.9152512550354004,0.0638618916273117,0.005295906215906143,rhombohedral (P),0.08245673,8.731456968550866,8.731456968550866,8.731456968550866,36.47356343149604,36.47356343149604,36.47356343149604,210.572181703038,148,166,146,0.916737973690033,0.06853358447551727,0.005644059740006924
174,Sn2Lu,orthorhombic (C),0.89325154,4.479676718029672,18.29861004956122,4.551014753125666,90.0,90.0,90.0,373.05513242004525,Cmcm,65,20,0.8773540258407593,0.07638227194547653,0.017816513776779175,orthorhombic (P),0.06634307,4.496737477851697,4.839591198493236,21.24141405101422,90.0,90.0,90.0,462.26353568635335,62,58,59,0.9810008406639099,0.008922557346522808,0.003090999322012067
175,Ca2As,tetragonal (I),0.42438745,4.648771440874006,4.648771440874006,17.378887931081856,90.0,90.0,90.0,375.57646630105626,I4/mmm,142,140,0.6244738101959229,0.2847307026386261,0.02953711710870266,orthorhombic (P),0.17202546,9.332867057760422,10.431583173252283,6.622807188549507,90.0,90.0,90.0,644.7738509751941,62,55,58,0.9914547204971313,0.007393719162791967,0.0007325749611482024
176,VTe,monoclinic (C),0.46125656,14.258593375839029,2.984123520554286,7.017982395426939,90.0,132.97077731064854,90.0,218.49407699269466,C2/m,15,5,0.840753436088562,0.08034754544496536,0.035280466079711914,hexagonal (P),0.38970536,4.299053855866096,4.299053855866096,6.195688435913794,90.0,90.0,120.0,99.16672556883552,194,164,187,0.9256821870803833,0.028822142630815506,0.011612559668719769
177,RbBa,cubic (I),0.37544242,6.506227833792183,6.506227833792183,6.506227833792183,90.0,90.0,90.0,275.4151345000294,Im-3m,199,220,0.9388517737388611,0.030281709507107735,0.012413022108376026,cubic (F),0.34750384,5.520881068146196,5.520881068146196,5.520881068146196,90.0,90.0,90.0,168.2771603524242,225,216,227,0.9985758066177368,0.0012024297611787915,0.00010168540029553697
178,IrAs2,cubic (I),0.34319478,8.405838628498373,8.405838628498373,8.405838628498373,90.0,90.0,90.0,593.940780137057,Im-3,229,211,0.7715559005737305,0.21822026371955872,0.004790210630744696,orthorhombic (P),0.2706143,10.331511424564544,8.6721000465345,3.69747953290188,90.0,90.0,90.0,331.279009091375,58,62,60,0.9743995666503906,0.022683188319206238,0.000922237173654139
179,AgAs,hexagonal (P),0.1885236,4.10822938697094,4.10822938697094,4.813001552644908,90.0,90.0,120.0,70.34868814781106,P6_3/mmc,164,191,0.8729603886604309,0.03417001664638519,0.024536292999982834,orthorhombic (P),0.18148577,7.946719681156108,5.764155012743524,5.706121967177113,90.0,90.0,90.0,261.3753308726797,62,19,61,0.28905805945396423,0.17596063017845154,0.15573254227638245
180,Cu2Ba2,orthorhombic (P),0.37276953,6.510495902000827,5.897394439371484,7.542700209359078,90.0,90.0,90.0,289.6016904049042,Pnma,52,74,0.9475592970848083,0.04824507236480713,0.002148314844816923,cubic (P),0.12341307,3.793404394725354,3.793404394725354,3.793404394725354,90.0,90.0,90.0,54.586774015482156,221,200,213,0.9819568395614624,0.013526896946132183,0.002632720163092017
181,NiBi2,monoclinic (C),0.34642297,13.641618914527356,5.808725299785908,12.030877667648861,90.0,103.15718923041801,90.0,928.3060907361433,C2/m,15,8,0.9987958669662476,0.0009883152088150382,0.00011437606735853478,orthorhombic (P),0.2771539,8.051220076877787,5.952206217745918,8.555125955864945,90.0,90.0,90.0,409.9832135611243,17,58,62,0.32226043939590454,0.26916182041168213,0.1282905787229538
182,Sr2Sn,orthorhombic (P),0.39310575,8.255126512349054,6.325931836716617,9.418360435583127,90.0,90.0,90.0,491.8396626898282,Pnma,55,52,0.983991265296936,0.011462036520242691,0.0022991178557276726,tetragonal (I),0.23638205,8.721575531726076,8.721575531726076,14.531444755842276,90.0,90.0,90.0,1105.3471294730862,140,139,87,0.9042942523956299,0.06310831755399704,0.021915985271334648
183,Sb2As,rhombohedral (P),0.7663566,4.284956184839432,4.284956184839432,4.284956184839432,55.75407788237311,55.75407788237311,55.75407788237311,50.15365743404849,R3m,166,148,0.8463406562805176,0.14726810157299042,0.004930857103317976,hexagonal (P),0.09556602,3.4285326079721226,3.4285326079721226,3.8165264220594426,90.0,90.0,120.0,38.85218729376597,191,164,194,0.526257336139679,0.38613319396972656,0.07060903310775757
184,NiSb2,orthorhombic (P),0.59166753,5.523615728936801,6.3386637163815545,3.9119932564807525,90.0,90.0,90.0,136.96804816140468,Pnnm,62,59,0.8988809585571289,0.030548764392733574,0.011015010066330433,monoclinic (P),0.10674614,8.496710003203551,5.35644089539025,10.966720589158085,90.0,101.45314127728537,90.0,489.1800192890584,14,11,4,0.6683979034423828,0.2590929865837097,0.04404124617576599
185,TiBi2,orthorhombic (P),0.2938011,11.784339786958382,9.75731211045862,6.080708279846333,90.0,90.0,90.0,699.1810068901323,P222_1,58,62,0.5083505511283875,0.28887253999710083,0.0548916757106781,hexagonal (P),0.24958685,6.1924746428279045,6.1924746428279045,6.209540314442458,90.0,90.0,120.0,206.21419469110648,193,194,180,0.83683842420578,0.0657508373260498,0.03251531347632408
186,ZnTe,cubic (F),0.767061,6.085065865097914,6.085065865097914,6.085065865097914,90.0,90.0,90.0,225.31798060959468,F-43m,225,219,0.9932330250740051,0.005026314407587051,0.0007446569507010281,hexagonal (P),0.10467315,4.095159823724453,4.095159823724453,6.308217012900765,90.0,90.0,120.0,91.61761220342332,186,164,156,0.8816893100738525,0.02946787327528,0.02425427734851837
187,HfSb2,orthorhombic (P),0.4507118,10.8394056847017,6.720474057549187,7.464465088373434,90.0,90.0,90.0,543.7560110672821,Pnma,58,33,0.7989885807037354,0.18641752004623413,0.0033452624920755625,tetragonal (P),0.2099803,9.120058791703,9.120058791703,7.744844396354184,90.0,90.0,90.0,644.1810910533608,85,129,115,0.7771288156509399,0.08257253468036652,0.05801686272025108
188,Pb2U,cubic (P),0.29827976,4.5944316608334805,4.5944316608334805,4.5944316608334805,90.0,90.0,90.0,96.98294954539,Pm-3m,205,208,0.9937881827354431,0.005431269761174917,0.0003666920238174498,tetragonal (I),0.23064451,4.4967777682978936,4.4967777682978936,20.654799779654912,90.0,90.0,90.0,417.66091903633907,141,140,139,0.6895686984062195,0.14474137127399445,0.10205914080142975
189,PtSb,hexagonal (P),0.43187395,4.37501352480306,4.37501352480306,5.4263400736019545,90.0,90.0,120.0,89.94902070639631,P6_3/mmc,164,187,0.780646800994873,0.17971214652061462,0.011655237525701523,cubic (P),0.3605408,6.216371416769129,6.216371416769129,6.216371416769129,90.0,90.0,90.0,240.22094140287564,205,198,221,0.9763281941413879,0.022609351202845573,0.0007948190905153751
190,BeSn2,hexagonal (P),0.30161119,4.602688518515171,4.602688518515171,5.8796768123405885,90.0,90.0,120.0,107.87163408340663,P6/mmm,164,194,0.2837602198123932,0.1785752922296524,0.16361992061138153,tetragonal (I),0.17221962,4.991555341347505,4.991555341347505,9.616468016605854,90.0,90.0,90.0,239.60030828878274,142,140,122,0.6344497799873352,0.22762899100780487,0.0393434576690197
191,SrSi2,tetragonal (I),0.49686795,4.412092477966686,4.412092477966686,12.910892285445524,90.0,90.0,90.0,251.33065976881394,I4_1/amd,109,107,0.9932809472084045,0.004900810308754444,0.0007992673199623823,orthorhombic (P),0.22570436,8.238496805408051,6.821577254484201,11.231661788483294,90.0,90.0,90.0,631.2142531167434,62,74,19,0.7001151442527771,0.08958461135625839,0.0776376724243164
192,CuBi,orthorhombic (P),0.24265675,5.905735471369161,6.1504934884750435,6.844253726336714,90.0,90.0,90.0,248.60511181893781,Pnma,58,55,0.309662789106369,0.20289146900177002,0.1904728263616562,hexagonal (P),0.17457727,4.005550472065861,4.005550472065861,5.669833038828632,90.0,90.0,120.0,78.78169470925101,194,186,191,0.9453104138374329,0.018926383927464485,0.018599258735775948
193,ReTe2,monoclinic (C),0.1686828,14.814524987590806,9.189058052587097,12.903059445085713,90.0,100.1791881188722,90.0,1728.8654731000695,C2/c,12,9,0.7576596736907959,0.16857215762138367,0.056836411356925964,monoclinic (P),0.1678516,7.407313421274025,8.795882190907829,9.914442930951793,90.0,99.9371786076105,90.0,636.2731474013757,14,11,13,0.9616166353225708,0.02134326472878456,0.004766807425767183
194,TbPb2,cubic (P),0.25836927,4.823382096360002,4.823382096360002,4.823382096360002,90.0,90.0,90.0,112.21605608691462,Pm-3m,201,224,0.9993289709091187,0.00014429088332690299,0.0001120679808082059,orthorhombic (C),0.2359918,7.4819020917899435,9.362543005411435,4.437107688466644,90.0,90.0,90.0,310.81775227613946,63,65,36,0.9983134269714355,0.0016847647493705153,5.930716042712447e-07
195,CuSb2,orthorhombic (P),0.22523351,5.033107990692449,5.529269815072979,4.070968455197689,90.0,90.0,90.0,113.29265874076533,Pnnm,59,62,0.7577775716781616,0.07210616767406464,0.052812278270721436,cubic (P),0.19944325,5.126135652731624,5.126135652731624,5.126135652731624,90.0,90.0,90.0,134.70083384204892,221,223,205,0.878672182559967,0.06812842935323715,0.02927462011575699
196,AlSb2,cubic (F),0.41565818,6.061337549692863,6.061337549692863,6.061337549692863,90.0,90.0,90.0,222.69240744682767,F-43m,227,225,0.9908953905105591,0.004735057707875967,0.002627189038321376,rhombohedral (P),0.19053516,5.099649292617423,5.099649292617423,5.099649292617423,62.4745238220163,62.4745238220163,62.4745238220163,98.95154581733182,166,167,148,0.7742960453033447,0.12737958133220673,0.05061066150665283
197,MgSn2,hexagonal (P),0.40250126,4.394576447517361,4.394576447517361,5.533881406121871,90.0,90.0,120.0,92.55385811485964,P6/mmm,194,164,0.3440723717212677,0.1585836559534073,0.1511731892824173,tetragonal (I),0.17578252,6.797917276195539,6.797917276195539,9.170495817570776,90.0,90.0,90.0,423.7840116885287,142,141,140,0.3488084673881531,0.2224063277244568,0.1697007417678833
198,InBi,cubic (F),0.23785976,5.50037784540206,5.50037784540206,5.50037784540206,90.0,90.0,90.0,166.4092918259488,Fm-3m,216,227,0.9053931832313538,0.09320667386054993,0.0005934307700954378,hexagonal (P),0.19616814,3.483604875039313,3.483604875039313,3.922103339736975,90.0,90.0,120.0,41.219948351195185,191,194,164,0.9023149013519287,0.08703341335058212,0.008217554539442062
199,SbAs,rhombohedral (P),0.75797063,4.105937473819495,4.105937473819495,4.105937473819495,54.492590139956874,54.492590139956874,54.492590139956874,42.661788198543555,R3m,166,148,0.8376766443252563,0.1597733199596405,0.0015515125123783946,hexagonal (P),0.13584752,3.506992540574835,3.506992540574835,5.009382507566985,90.0,90.0,120.0,53.35615320152851,164,191,194,0.9483771324157715,0.02296503446996212,0.0165349580347538
200,CdBi,hexagonal (P),0.34453636,4.282638316482709,4.282638316482709,5.904953787151581,90.0,90.0,120.0,93.79289293584604,P6/mmm,164,194,0.47190532088279724,0.43047550320625305,0.08052649348974228,orthorhombic (P),0.103796944,8.836444154678949,6.024559498580946,8.633460251644651,90.0,90.0,90.0,459.6081580340449,55,62,17,0.5146978497505188,0.19327887892723083,0.19077591598033905
201,IrGe2,tetragonal (I),0.2472826,6.196027446430608,6.196027446430608,10.559919249018572,90.0,90.0,90.0,405.4032845034558,I4mm,142,141,0.4681285619735718,0.2794550359249115,0.06781060248613358,orthorhombic (P),0.16465592,8.041162972626857,5.486755865560444,7.65876057447152,90.0,90.0,90.0,337.90373616384056,62,55,58,0.2847527861595154,0.1359272003173828,0.1281174123287201
202,Be2Ge,cubic (F),0.55162716,5.451159377057206,5.451159377057206,5.451159377057206,90.0,90.0,90.0,161.98195616962028,Fd-3m,225,216,0.4916151463985443,0.4862302243709564,0.020802581682801247,hexagonal (P),0.18909815,4.918845891700891,4.918845891700891,6.556465747980674,90.0,90.0,120.0,137.3810593538722,187,191,194,0.7273024916648865,0.17130659520626068,0.08053871989250183
203,PtGe2,orthorhombic (P),0.3770222,10.009707482816506,5.649452102970946,5.021040807287618,90.0,90.0,90.0,283.9366591934961,Pnma,58,38,0.24006792902946472,0.1318816840648651,0.10172214359045029,cubic (P),0.11723153,4.643498524591093,4.643498524591093,4.643498524591093,90.0,90.0,90.0,100.12347992419647,198,205,221,0.6460503935813904,0.34288710355758667,0.0049322606064379215
204,WSb2,orthorhombic (P),0.41072473,5.1114327281337815,4.24147790160489,5.498969313842355,90.0,90.0,90.0,119.21781398480847,Pnma,58,33,0.37058141827583313,0.13811038434505463,0.10198082774877548,monoclinic (C),0.1972098,11.538880416662108,3.650688683763387,7.456364764530814,90.0,123.97028640555374,90.0,260.4903639510438,12,15,8,0.9669883847236633,0.013970540836453438,0.010330051183700562
205,FeTe,tetragonal (P),0.8573842,3.8379458940983815,3.8379458940983815,6.24582741115982,90.0,90.0,90.0,91.99996776887333,P4/nmm,99,86,0.9940014481544495,0.0024906788021326065,0.0007890425040386617,hexagonal (P),0.07893796,4.249101492750591,4.249101492750591,6.446258113203949,90.0,90.0,120.0,100.79350136553721,194,190,164,0.9762952327728271,0.009072710759937763,0.005393138621002436
206,NiPb2,tetragonal (I),0.59695965,3.933977266404719,3.933977266404719,6.468863091515667,90.0,90.0,90.0,100.11327105076467,I4/mcm,139,121,0.8897271156311035,0.0516350157558918,0.012629367411136627,hexagonal (P),0.13451615,3.9062907733275964,3.9062907733275964,5.875914659901212,90.0,90.0,120.0,77.64888912556275,194,164,186,0.8348441123962402,0.07665596902370453,0.019649837166070938
207,Al2Te2,hexagonal (P),0.3513287,4.420543586136073,4.420543586136073,7.965827237432365,90.0,90.0,120.0,134.8071319121142,P6_3mc,152,169,0.3223292827606201,0.19947297871112823,0.14103953540325165,cubic (F),0.21524544,5.9276256403299055,5.9276256403299055,5.9276256403299055,90.0,90.0,90.0,208.2774749181422,225,216,227,0.6227181553840637,0.27792197465896606,0.09179237484931946
208,Be2Ce,cubic (F),0.6849159,7.353453066175734,7.353453066175734,7.353453066175734,90.0,90.0,90.0,397.6252677604446,Fm-3m,227,216,0.7354901432991028,0.21571244299411774,0.04565085470676422,hexagonal (P),0.16567092,3.3701247534535006,3.3701247534535006,3.248279134504381,90.0,90.0,120.0,31.950372762811753,191,194,164,0.6146469116210938,0.3773791193962097,0.002711336128413677
209,BiAs2,rhombohedral (P),0.48240167,4.436183445726854,4.436183445726854,4.436183445726854,59.73112441648617,59.73112441648617,59.73112441648617,61.35548969565892,R-3m,160,148,0.8206640481948853,0.17514587938785553,0.002711900044232607,hexagonal (P),0.16449083,3.5820269824255124,3.5820269824255124,4.138384020219435,90.0,90.0,120.0,45.985310793477474,164,191,194,0.9804794788360596,0.00877308752387762,0.0067384568974375725
210,HfBi2,orthorhombic (P),0.5942222,15.594908387108148,11.69099893859852,4.839375818548499,90.0,90.0,90.0,882.3152770238505,Pnnm,62,33,0.905077338218689,0.0936814397573471,0.00031922769267112017,tetragonal (P),0.10350244,7.394555723382851,7.394555723382851,7.830909886967085,90.0,90.0,90.0,428.18987965373316,113,125,130,0.7088947296142578,0.04105565324425697,0.03730611503124237
211,AuSe,monoclinic (C),0.18647406,8.282407905300271,2.868837487017277,5.40477963561596,90.0,136.7329932500056,90.0,88.02055868237295,C2/m,15,5,0.9922717809677124,0.006140480749309063,0.0007193622295744717,hexagonal (P),0.1680052,3.9093584356476887,3.9093584356476887,9.759428196766674,90.0,90.0,120.0,129.17128718563856,194,187,164,0.555626392364502,0.2609066963195801,0.0864161029458046
212,Ga2Ru,cubic (P),0.19163707,4.249075471194123,4.249075471194123,4.249075471194123,90.0,90.0,90.0,76.71553799264859,Pm-3m,215,213,0.9637451171875,0.015585752204060555,0.005462729837745428,cubic (I),0.19095175,8.53290089939089,8.53290089939089,8.53290089939089,90.0,90.0,90.0,621.2839085212937,229,197,217,0.8286471962928772,0.07594820857048035,0.04915175214409828
213,TbAs2,monoclinic (P),0.41219407,4.921826772710585,8.348958589333508,8.995393551498944,90.0,121.6255309798541,90.0,314.74588904523694,P2_1/c,11,10,0.9461560249328613,0.02808155119419098,0.016199111938476562,orthorhombic (P),0.17879327,10.375571273670989,8.681774915633422,5.581101654229043,90.0,90.0,90.0,502.7365644808333,62,33,58,0.3570093512535095,0.24792644381523132,0.11644866317510605
214,WSe,hexagonal (P),0.5232621,3.4357498301595566,3.4357498301595566,12.184065756764712,90.0,90.0,120.0,124.55636724095315,P6_3/mmc,164,176,0.9814732670783997,0.003952955827116966,0.0034635409247130156,orthorhombic (P),0.13484845,4.403247097557697,71.80646851123993,7.0906072589733,90.0,90.0,90.0,2241.9197186995184,62,58,41,0.12297608703374863,0.09171401709318161,0.08677303045988083
215,TeB,rhombohedral (P),0.1540825,6.5318736488125,6.5318736488125,6.5318736488125,91.72367102493655,91.72367102493655,91.72367102493655,278.2987628130836,R-3m,160,148,0.8295904397964478,0.057329364120960236,0.053669724613428116,hexagonal (P),0.14317806,4.148222992658934,4.148222992658934,7.703118741101624,90.0,90.0,120.0,114.79458777360264,176,147,173,0.3771483302116394,0.10409243404865265,0.0896601751446724
216,ZrTe,hexagonal (P),0.70080477,4.20762326223126,4.20762326223126,7.2820750091969595,90.0,90.0,120.0,111.650192127423,P6_3/mmc,164,187,0.4028783440589905,0.23941920697689056,0.2331942319869995,rhombohedral (P),0.11869024,8.099913322571057,8.099913322571057,8.099913322571057,33.196879745410875,33.196879745410875,33.196879745410875,141.815646016161,166,148,160,0.7688707113265991,0.22517885267734528,0.005825710948556662
217,EuPb2,tetragonal (I),0.3112263,4.837360991979177,4.837360991979177,18.627847960056393,90.0,90.0,90.0,435.89278539528254,I4_1/amd,140,139,0.7837259769439697,0.14315228164196014,0.04753834009170532,orthorhombic (P),0.18090212,7.854834811085034,8.536476042973945,8.121980393116683,90.0,90.0,90.0,544.599977118811,62,57,74,0.9876880049705505,0.0029440480284392834,0.002036068355664611
218,PrSi2,tetragonal (I),0.780313,4.16161110693131,4.16161110693131,13.918555378549124,90.0,90.0,90.0,241.05555810522205,I4_1/amd,109,107,0.9927189350128174,0.005122323054820299,0.000613348325714469,hexagonal (P),0.10573952,3.9854992688844715,3.9854992688844715,4.143352459341326,90.0,90.0,120.0,56.99647247944093,191,164,194,0.9923166036605835,0.005069100297987461,0.0008448412409052253
219,W2As2,tetragonal (I),0.28788176,11.424901154666449,11.424901154666449,4.808802254395304,90.0,90.0,90.0,627.6851025775165,I4_1md,87,139,0.6799407005310059,0.317715585231781,0.0008097552345134318,orthorhombic (P),0.27361986,5.692163283838319,20.748246314310126,5.954670597720754,90.0,90.0,90.0,703.2609237800738,62,19,58,0.8616414070129395,0.02759646251797676,0.027467817068099976
220,LaPb2,tetragonal (I),0.47773248,6.934117999919126,6.934117999919126,14.34847995825264,90.0,90.0,90.0,689.9035048323144,I4/mcm,141,139,0.9532627463340759,0.027990613132715225,0.011203283444046974,cubic (P),0.18175839,5.022627082260346,5.022627082260346,5.022627082260346,90.0,90.0,90.0,126.70472252702355,221,215,224,0.99946528673172,0.00011484896822366863,9.246627450920641e-05
221,MnSb2,orthorhombic (P),0.78977656,5.671804325512315,5.597414078569397,4.318958845956625,90.0,90.0,90.0,137.11587551966042,Pnma,58,33,0.45432010293006897,0.4398335814476013,0.025767695158720016,hexagonal (P),0.15081763,4.224130035916651,4.224130035916651,5.015572731261343,90.0,90.0,120.0,77.50428647658846,194,164,191,0.9267463088035583,0.052644215524196625,0.0056670852936804295
222,RuGe2,cubic (P),0.25045902,4.654011283346344,4.654011283346344,4.654011283346344,90.0,90.0,90.0,100.80505144800959,P2_13,205,221,0.4896116256713867,0.2766220271587372,0.18428736925125122,orthorhombic (P),0.2337707,9.906182797536212,8.164576004934126,6.442212005454861,90.0,90.0,90.0,521.0447049777935,62,58,55,0.21095387637615204,0.19274619221687317,0.125534787774086
223,YGe2,orthorhombic (C),0.67694885,4.30181322604424,20.53056023573264,4.439813675895818,90.0,90.0,90.0,392.1182859965132,Cmcm,65,64,0.8226252794265747,0.13335877656936646,0.017279818654060364,orthorhombic (P),0.08426522,4.0349233249018726,4.2302486828871615,17.72026845528958,90.0,90.0,90.0,302.4624615009104,74,62,59,0.7491431832313538,0.10866755247116089,0.06958522647619247
224,ZrBi2,orthorhombic (P),0.26179808,14.485628303393401,12.643920781986466,4.736699812765972,90.0,90.0,90.0,867.5509019290962,P222_1,58,62,0.7621324062347412,0.2008771151304245,0.013560227118432522,hexagonal (P),0.19627962,8.643191468127846,8.643191468127846,7.214193920926036,90.0,90.0,120.0,466.73106884403654,193,180,181,0.9890744090080261,0.002427133033052087,0.002389752073213458
225,TcTe,cubic (F),0.4752919,8.953987954312055,8.953987954312055,8.953987954312055,90.0,90.0,90.0,717.8761374107498,Fm-3m,216,227,0.9965409636497498,0.0032927212305366993,0.00013833357661496848,hexagonal (P),0.21533108,3.7732711154079985,3.7732711154079985,6.804553785737955,90.0,90.0,120.0,83.9008392531659,164,194,187,0.5016881227493286,0.33358338475227356,0.13495074212551117
226,Mg2Ba2,cubic (P),0.37239408,4.08548209166587,4.08548209166587,4.08548209166587,90.0,90.0,90.0,68.19145128962269,Pm-3m,198,200,0.9951874017715454,0.0015823449939489365,0.0009439517161808908,cubic (F),0.18624717,7.107128895720574,7.107128895720574,7.107128895720574,90.0,90.0,90.0,358.99018575270543,225,227,216,0.6229528188705444,0.3669606149196625,0.009933599270880222
227,CrTe,hexagonal (P),0.70962155,4.185064855755326,4.185064855755326,6.6809470271175595,90.0,90.0,120.0,101.33816715933966,P6_3/mmc,164,186,0.7422325611114502,0.18060697615146637,0.013362567871809006,monoclinic (C),0.25450754,13.376546185973293,4.94001198666128,8.928218804344224,90.0,101.32573040959353,90.0,578.4904383345554,12,15,5,0.9858399629592896,0.00968241412192583,0.0028185881674289703
228,Ca2Ce,cubic (F),0.8590437,5.145828758930194,5.145828758930194,5.145828758930194,90.0,90.0,90.0,136.2592485220461,Fm-3m,227,216,0.7962064146995544,0.2027379423379898,0.0009632439468987286,hexagonal (P),0.06620688,5.711790862974942,5.711790862974942,10.551752266585222,90.0,90.0,120.0,298.1259722962204,194,191,186,0.9770117402076721,0.015575200319290161,0.003118266351521015
229,SnPb,cubic (F),0.57370436,5.470246079967272,5.470246079967272,5.470246079967272,90.0,90.0,90.0,163.68941279600648,Fm-3m,216,227,0.9976599216461182,0.0012330650351941586,0.000694675138220191,hexagonal (P),0.18790577,3.6428203009298983,3.6428203009298983,3.78995353991846,90.0,90.0,120.0,43.55520018364531,191,194,187,0.780828595161438,0.16776111721992493,0.0239826999604702
230,Ba2As,tetragonal (I),0.51036537,4.705328594254009,4.705328594254009,15.665436020628352,90.0,90.0,90.0,346.83458917100717,I4/mmm,87,140,0.8704487085342407,0.029519693925976753,0.02504405751824379,cubic (I),0.13987716,9.676899160497992,9.676899160497992,9.676899160497992,90.0,90.0,90.0,906.1678428856972,220,199,211,0.9950191974639893,0.002495688619092107,0.0006433213129639626
231,PtAs2,cubic (P),0.84789705,6.0278717367967065,6.0278717367967065,6.0278717367967065,90.0,90.0,90.0,219.02415223256622,Pa-3,198,223,0.9694855213165283,0.01782374642789364,0.008276482112705708,monoclinic (C),0.049147677,9.304317561875175,7.4128098196207155,7.543180454942718,90.0,103.77438083307865,90.0,505.2994393470432,15,12,9,0.4383229911327362,0.3720763623714447,0.10405705869197845
232,NaCa,hexagonal (P),0.2950484,3.932433511543301,3.932433511543301,9.980006216850386,90.0,90.0,120.0,133.654695367888,P6_3/mmc,191,175,0.9767096042633057,0.019892720505595207,0.0011327775428071618,cubic (I),0.21717587,4.148710184660064,4.148710184660064,4.148710184660064,90.0,90.0,90.0,71.40675417589203,229,217,214,0.9868603348731995,0.009882970713078976,0.0009480170556344092
233,DyAs2,monoclinic (P),0.37955818,9.556637364474097,6.830532806486946,12.179974527079342,90.0,115.13109062468624,90.0,719.8086285093403,P2_1/c,11,10,0.9505062103271484,0.031772974878549576,0.007409760728478432,tetragonal (P),0.2575794,3.772120315880911,3.772120315880911,8.397299348972338,90.0,90.0,90.0,119.48426281991334,129,85,86,0.7520836591720581,0.070743627846241,0.0348670594394207
234,MgCa,cubic (P),0.34853786,4.22757220257236,4.22757220257236,4.22757220257236,90.0,90.0,90.0,75.55672077331346,Pm-3m,215,205,0.8687023520469666,0.09978947788476944,0.0121538694947958,hexagonal (P),0.23474869,5.090482911982206,5.090482911982206,11.374883073354102,90.0,90.0,120.0,255.26750913669858,194,191,193,0.9879636764526367,0.00260158977471292,0.0022743584122508764
235,Ca2Bi,tetragonal (I),0.4699381,4.977533555186445,4.977533555186445,15.888769136181232,90.0,90.0,90.0,393.6576065704851,I4/mmm,140,141,0.9191084504127502,0.02580813504755497,0.01326335035264492,orthorhombic (P),0.19260222,10.768017602301157,9.535755203763117,7.507867489071569,90.0,90.0,90.0,770.9166922007746,62,55,58,0.985194981098175,0.01324254460632801,0.0007868210086598992
236,MoBi2,monoclinic (C),0.25595975,11.142564364007416,6.65030400899604,8.033208697531636,90.0,105.05892743796859,90.0,574.8301636180951,C2/m,15,8,0.9752370715141296,0.008759280666708946,0.00848692748695612,orthorhombic (P),0.18556194,7.1327230713781296,8.180819074570346,6.946355847940114,90.0,90.0,90.0,405.33040104319684,58,17,62,0.5999912023544312,0.1396728903055191,0.12502677738666534
237,Sn2Sm,orthorhombic (C),0.942235,4.722473180217829,18.692795536862675,4.991442932761856,90.0,90.0,90.0,440.6257423327775,Cmmm,63,21,0.7937497496604919,0.183966264128685,0.008593438193202019,orthorhombic (P),0.0271619,4.570717394018552,4.699685678836087,15.163592223946731,90.0,90.0,90.0,325.72814012211575,62,59,38,0.9166451096534729,0.040472984313964844,0.013581091538071632
